175,1619,154,2,3
333,1677,355,3,0
379,1597,401,3,0
680,1645,702,3,0
907,1660,885,0,3
908,1660,886,0,3
909,1660,887,0,3
910,1660,888,0,3
911,1660,889,0,3
915,1660,893,0,3
1239,1586,1261,3,0
1327,1660,1326,1,2
1461,1660,1460,1,2
1512,1602,1534,3,0
1594,1675,119,0,4
1600,1620,419,0,4
1617,1665,382,0,4
1620,1600,727,0,4
1635,1664,316,0,4
1641,1660,1542,0,4
1660,1587,824,0,4
1660,1600,889,0,4
1660,1602,824,0,4
1660,1606,889,0,4
1660,1616,889,0,4
1660,1618,824,0,4
1660,1641,1498,0,4
1660,1643,889,0,4
1660,1650,889,0,4
1660,1654,889,0,4
1660,1655,889,0,4
1660,1656,889,0,4
1660,1659,889,0,4
1660,1674,889,0,4
1660,1680,889,0,4
1660,1682,889,0,4
1664,1635,140,0,4
1665,1617,382,0,4
1675,1594,1527,0,4
