638,1680,616,0,2
639,1680,617,0,3
640,1586,662,3,0
640,1680,618,0,3
641,1680,619,0,3
657,1680,635,0,3
658,1680,636,0,3
659,1680,637,0,3
683,1643,682,1,1
1020,1641,998,0,3
1021,1641,999,0,3
1025,1641,1003,0,3
1026,1641,1004,0,3
1303,1666,1325,3,0
1321,1680,1322,2,1
1341,1680,1340,1,2
1584,1603,861,0,4
1603,1584,860,0,4
1606,1681,484,0,4
1610,1680,121,0,4
1617,1637,861,0,4
1621,1678,1107,0,4
1636,1641,530,0,4
1637,1617,861,0,4
1641,1600,999,0,4
1641,1606,999,0,4
1641,1618,999,0,4
1641,1636,24,0,4
1641,1650,999,0,4
1641,1655,999,0,4
1641,1656,999,0,4
1641,1659,999,0,4
1641,1675,999,0,4
1641,1680,999,0,4
1641,1682,999,0,4
1647,1680,99,0,4
1678,1621,1107,0,4
1680,1584,616,0,4
1680,1585,616,0,4
1680,1586,616,0,4
1680,1588,616,0,4
1680,1590,616,0,4
1680,1591,616,0,4
1680,1594,616,0,4
1680,1597,616,0,4
1680,1599,616,0,4
1680,1601,616,0,4
1680,1603,616,0,4
1680,1607,616,0,4
1680,1609,616,0,4
1680,1610,1419,0,4
1680,1612,616,0,4
1680,1614,616,0,4
1680,1615,616,0,4
1680,1617,616,0,4
1680,1619,616,0,4
1680,1620,616,0,4
1680,1622,616,0,4
1680,1624,616,0,4
1680,1625,616,0,4
1680,1626,616,0,4
1680,1627,616,0,4
1680,1628,616,0,4
1680,1629,616,0,4
1680,1630,616,0,4
1680,1631,616,0,4
1680,1632,616,0,4
1680,1635,616,0,4
1680,1637,616,0,4
1680,1639,616,0,4
1680,1642,616,0,4
1680,1645,616,0,4
1680,1647,1419,0,4
1680,1649,616,0,4
1680,1651,616,0,4
1680,1661,616,0,4
1680,1665,616,0,4
1680,1666,616,0,4
1680,1669,616,0,4
1680,1670,616,0,4
1680,1671,616,0,4
1680,1677,616,0,4
1680,1679,616,0,4
1680,1683,616,0,4
1681,1606,110,0,4
