19,1607,20,1,0
41,1607,42,2,1
63,1607,64,2,1
85,1607,86,2,1
107,1607,108,2,1
129,1607,130,2,1
151,1607,152,2,1
173,1607,174,2,1
195,1607,196,2,1
217,1607,218,2,1
239,1607,240,2,1
261,1607,262,2,1
283,1607,284,2,1
291,1607,313,3,0
292,1607,314,3,0
293,1607,315,3,0
305,1607,306,2,1
315,1607,337,3,0
379,1607,380,2,1
380,1607,381,2,1
381,1607,1607,4,0
1391,1655,1392,2,1
1413,1607,1435,3,0
1559,1607,1560,2,1
1581,1607,1582,2,1
1607,1587,381,0,4
1607,1596,381,0,4
1607,1598,381,0,4
1607,1602,381,0,4
1607,1605,381,0,4
1607,1608,381,0,4
1607,1611,381,0,4
1607,1638,381,0,4
1607,1643,381,0,4
1607,1653,381,0,4
1607,1657,381,0,4
1607,1659,381,0,4
1607,1663,381,0,4
1607,1674,381,0,4
1607,1682,381,0,4
1609,1679,251,0,4
1655,1604,1396,0,4
1659,1682,396,0,4
1679,1609,251,0,4
1682,1659,286,0,4
