349,1669,350,2,1
379,1604,401,3,0
1501,1636,1502,2,1
1502,1602,1501,1,2
1543,1646,1542,1,2
1543,1654,1521,0,3
1544,1654,1522,0,3
1545,1654,1523,0,3
1613,1643,892,0,4
1617,1649,404,0,4
1619,1668,142,0,4
1633,1635,30,0,4
1635,1633,316,0,4
1636,1593,1505,0,4
1636,1604,1505,0,4
1636,1621,1505,0,4
1636,1640,1505,0,4
1636,1644,1505,0,4
1636,1646,1505,0,4
1636,1648,1505,0,4
1636,1658,1505,0,4
1636,1660,1505,0,4
1636,1676,1505,0,4
1643,1613,1002,0,4
1649,1617,404,0,4
1654,1585,1521,0,4
1654,1588,1521,0,4
1654,1594,1521,0,4
1654,1595,1521,0,4
1654,1597,1521,0,4
1654,1598,1521,0,4
1654,1605,1521,0,4
1654,1608,1521,0,4
1654,1611,1521,0,4
1654,1612,1521,0,4
1654,1614,1521,0,4
1654,1620,1521,0,4
1654,1622,1521,0,4
1654,1623,1521,0,4
1654,1628,1521,0,4
1654,1633,1521,0,4
1654,1638,1521,0,4
1654,1642,1521,0,4
1654,1645,1521,0,4
1654,1653,1521,0,4
1654,1657,1521,0,4
1654,1663,1521,0,4
1654,1664,1521,0,4
1654,1666,1521,0,4
1654,1672,1521,0,4
1654,1678,1521,0,4
1663,1664,465,0,4
1664,1663,553,0,4
1668,1619,146,0,4
