185,1592,184,1,2
189,1592,188,1,2
207,1592,206,1,2
211,1592,210,1,2
229,1592,228,1,2
233,1592,232,1,2
251,1592,250,1,2
255,1592,254,1,2
345,1592,346,2,1
376,1599,398,3,0
410,1592,411,2,1
423,1652,445,3,0
424,1652,446,3,0
436,1652,437,2,1
444,1652,445,2,1
466,1652,467,2,1
488,1652,489,2,1
511,1652,512,2,1
512,1652,1652,4,0
588,1630,610,3,0
886,1605,885,1,2
992,1646,1014,3,0
1009,1646,1031,3,0
1014,1646,1036,3,0
1036,1646,1058,3,0
1476,1646,1646,4,0
1490,1646,1491,2,1
1491,1646,1492,2,1
1492,1646,1493,2,1
1493,1646,1494,2,1
1505,1592,1483,0,3
1509,1592,1487,0,3
1510,1592,1488,0,3
1511,1592,1489,0,3
1512,1592,1490,0,3
1585,1592,662,0,4
1592,1585,508,0,4
1592,1588,1483,0,4
1592,1594,508,0,4
1592,1595,508,0,4
1592,1599,508,0,4
1592,1601,1548,0,4
1592,1610,1483,0,4
1592,1612,1483,0,4
1592,1614,1483,0,4
1592,1619,1483,0,4
1592,1620,1483,0,4
1592,1628,508,0,4
1592,1630,1483,0,4
1592,1632,1483,0,4
1592,1636,508,0,4
1592,1642,1483,0,4
1592,1647,1483,0,4
1592,1661,1483,0,4
1592,1666,508,0,4
1592,1668,1483,0,4
1592,1670,1548,0,4
1592,1673,1483,0,4
1592,1679,1548,0,4
1592,1683,508,0,4
1594,1592,728,0,4
1595,1592,618,0,4
1599,1592,794,0,4
1599,1602,794,0,4
1599,1659,794,0,4
1607,1627,316,0,4
1617,1633,861,0,4
1627,1607,316,0,4
1628,1592,640,0,4
1633,1617,509,0,4
1636,1592,530,0,4
1639,1677,316,0,4
1646,1668,1476,0,4
1646,1673,1476,0,4
1652,1592,512,0,4
1652,1600,512,0,4
1652,1662,512,0,4
1666,1592,728,0,4
1677,1639,316,0,4
1683,1592,772,0,4
