181,1673,159,0,3
205,1631,206,2,1
206,1631,207,2,1
207,1631,1631,4,0
211,1631,210,1,2
212,1631,211,1,2
213,1631,212,1,2
516,1659,538,3,0
1140,1678,1141,2,1
1174,1607,1173,1,2
1585,1631,119,0,4
1595,1631,75,0,4
1597,1631,163,0,4
1617,1662,861,0,4
1620,1631,97,0,4
1631,1585,207,0,4
1631,1594,207,0,4
1631,1595,207,0,4
1631,1597,207,0,4
1631,1598,207,0,4
1631,1620,207,0,4
1631,1623,207,0,4
1631,1628,207,0,4
1631,1633,207,0,4
1631,1636,207,0,4
1631,1645,207,0,4
1631,1653,207,0,4
1631,1662,207,0,4
1631,1663,207,0,4
1631,1664,207,0,4
1631,1666,207,0,4
1631,1673,207,0,4
1631,1675,207,0,4
1636,1631,1571,0,4
1636,1645,1571,0,4
1645,1636,53,0,4
1653,1631,1503,0,4
1662,1617,443,0,4
1675,1631,1527,0,4
