68,1592,90,3,0
108,1645,130,3,0
130,1645,152,3,0
152,1645,174,3,0
174,1645,196,3,0
196,1645,218,3,0
216,1645,238,3,0
218,1645,240,3,0
240,1645,262,3,0
262,1645,284,3,0
284,1645,306,3,0
303,1645,325,3,0
306,1645,328,3,0
328,1645,350,3,0
350,1645,372,3,0
372,1645,394,3,0
394,1645,416,3,0
416,1645,438,3,0
438,1645,460,3,0
460,1645,482,3,0
482,1645,504,3,0
504,1645,526,3,0
526,1645,548,3,0
548,1645,570,3,0
570,1645,592,3,0
592,1645,614,3,0
595,1645,617,3,0
614,1645,636,3,0
617,1645,639,3,0
636,1645,658,3,0
639,1645,661,3,0
657,1645,679,3,0
658,1645,680,3,0
661,1645,683,3,0
705,1645,1645,4,0
709,1602,731,3,0
710,1608,709,1,2
720,1645,721,2,1
721,1645,722,2,1
722,1645,723,2,1
723,1645,724,2,1
724,1645,725,2,1
1585,1588,75,0,4
1588,1585,75,0,4
1592,1681,464,0,4
1594,1629,185,0,4
1597,1683,163,0,4
1615,1662,817,0,4
1629,1594,229,0,4
1645,1587,705,0,4
1645,1596,705,0,4
1645,1602,705,0,4
1645,1618,705,0,4
1645,1634,705,0,4
1645,1656,705,0,4
1645,1680,705,0,4
1658,1678,1129,0,4
1662,1615,443,0,4
1668,1673,1251,0,4
1673,1668,1251,0,4
1678,1658,1129,0,4
1683,1597,163,0,4
